unit_scope_question_id,development_id,review_queue_type,pass1_total_action,pass1_total_value,pass1_total_reason_code,pass1_low_income_action,pass1_low_income_value,pass1_low_income_reason_code,pass1_notes,pass1_reviewed_on,pass2_search_engine,pass2_search_url,pass2_source_title,pass2_source_type,pass2_source_url,pass2_source_coverage,pass2_published_total_units,pass2_published_total_count_type,pass2_published_low_income_units,pass2_published_low_income_count_type,pass2_notes,pass2_reviewed_on,final_total_action,final_total_value,final_total_reason_code,final_low_income_action,final_low_income_value,final_low_income_reason_code,final_notes,final_reviewed_on,source_rows_changed
UNITQ_DEV_NCA19940165,DEV_NCA19940165,multi_episode_unit_scope,defer_outside_read,,internal_evidence_insufficient,defer_outside_read,,internal_evidence_insufficient,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://section8search.org/north-carolina/greensboro/3410-calumet-pl/tn694rgzz5jo3ktzygbna20o | https://section8search.org/north-carolina/greensboro/3410-calumet-place/xf13uo71rtsj33g25v27dfh1,Section8Search: 3410 CALUMET PL | Section8Search: 3410 CALUMET PLACE,public_property_directory,https://section8search.org/north-carolina/greensboro/3410-calumet-pl/tn694rgzz5jo3ktzygbna20o | https://section8search.org/north-carolina/greensboro/3410-calumet-place/xf13uo71rtsj33g25v27dfh1,identity_only,,not_reported,,not_reported,Re-read the frozen single_address source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,unavailable_after_review,,unavailable_after_search,unavailable_after_review,,unavailable_after_search,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable. No episode value is discarded; unavailable means that the review found no defensible static physical-development value.,2026-08-11,FALSE
UNITQ_DEV_NCA19940180,DEV_NCA19940180,multi_episode_unit_scope,defer_outside_read,,internal_evidence_insufficient,defer_outside_read,,internal_evidence_insufficient,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://section8search.org/north-carolina/raleigh/617-carolina-ave/rzfaw71eev2cwrsropqpnkui | https://section8search.org/north-carolina/raleigh/617-carolina-avenue/v6fsltvsg4jkoz604joiyys6,Section8Search: 617 CAROLINA AVE | Section8Search: 617 CAROLINA AVENUE,public_property_directory,https://section8search.org/north-carolina/raleigh/617-carolina-ave/rzfaw71eev2cwrsropqpnkui | https://section8search.org/north-carolina/raleigh/617-carolina-avenue/v6fsltvsg4jkoz604joiyys6,identity_only,,not_reported,,not_reported,Re-read the frozen single_address source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,unavailable_after_review,,unavailable_after_search,unavailable_after_review,,unavailable_after_search,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable. No episode value is discarded; unavailable means that the review found no defensible static physical-development value.,2026-08-11,FALSE
UNITQ_DEV_NCA19940185,DEV_NCA19940185,multi_episode_unit_scope,defer_outside_read,,internal_evidence_insufficient,defer_outside_read,,internal_evidence_insufficient,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://section8search.org/north-carolina/raleigh/619-carolina-ave/mtrf5kzpbyvwpwhfjj3crtem | https://section8search.org/north-carolina/raleigh/619-carolina-avenue/yb0601mrepq8ujfhr6s3imek,Section8Search: 619 CAROLINA AVE | Section8Search: 619 CAROLINA AVENUE,public_property_directory,https://section8search.org/north-carolina/raleigh/619-carolina-ave/mtrf5kzpbyvwpwhfjj3crtem | https://section8search.org/north-carolina/raleigh/619-carolina-avenue/yb0601mrepq8ujfhr6s3imek,identity_only,,not_reported,,not_reported,Re-read the frozen single_address source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,unavailable_after_review,,unavailable_after_search,unavailable_after_review,,unavailable_after_search,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable. No episode value is discarded; unavailable means that the review found no defensible static physical-development value.,2026-08-11,FALSE
UNITQ_DEV_NCA19940190,DEV_NCA19940190,multi_episode_unit_scope,defer_outside_read,,internal_evidence_insufficient,defer_outside_read,,internal_evidence_insufficient,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://section8search.org/north-carolina/raleigh/621-carolina-ave/iwttfyqr4y34wjmrphh3h42u | https://section8search.org/north-carolina/raleigh/621-carolina-avenue/sffrk23zhojg2xhj9evrbie2,Section8Search: 621 CAROLINA AVE | Section8Search: 621 CAROLINA AVENUE,public_property_directory,https://section8search.org/north-carolina/raleigh/621-carolina-ave/iwttfyqr4y34wjmrphh3h42u | https://section8search.org/north-carolina/raleigh/621-carolina-avenue/sffrk23zhojg2xhj9evrbie2,identity_only,,not_reported,,not_reported,Re-read the frozen single_address source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,unavailable_after_review,,unavailable_after_search,unavailable_after_review,,unavailable_after_search,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable. No episode value is discarded; unavailable means that the review found no defensible static physical-development value.,2026-08-11,FALSE
UNITQ_DEV_NCA19940195,DEV_NCA19940195,multi_episode_unit_scope,candidate_use_once,1,equal_counts_with_repeat_lineage,candidate_use_once,1,equal_counts_with_repeat_lineage,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/625-carolina-ave-20450-lihtc,"625 Carolina Ave | Affordable Housing in Raleigh, NC",public_property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/625-carolina-ave-20450-lihtc,identity_only,,not_reported,,not_reported,Re-read the frozen name_variant_linkage source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,use_once_reporting_value,1,duplicate_reporting_use_once,use_once_reporting_value,1,duplicate_reporting_use_once,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable.,2026-08-11,FALSE
UNITQ_DEV_NCA19940205,DEV_NCA19940205,multi_episode_unit_scope,defer_outside_read,,internal_evidence_insufficient,defer_outside_read,,internal_evidence_insufficient,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://section8search.org/north-carolina/henderson/728-roberson-st/vnt1f7ujgw329blshwt0xye6 | https://section8search.org/north-carolina/henderson/728-roberson-street/a0za6wxpo39i2ugdglewqlj6,Section8Search: 728 ROBERSON ST | Section8Search: 728 ROBERSON STREET,public_property_directory,https://section8search.org/north-carolina/henderson/728-roberson-st/vnt1f7ujgw329blshwt0xye6 | https://section8search.org/north-carolina/henderson/728-roberson-street/a0za6wxpo39i2ugdglewqlj6,identity_only,,not_reported,,not_reported,Re-read the frozen single_address source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,unavailable_after_review,,unavailable_after_search,unavailable_after_review,,unavailable_after_search,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable. No episode value is discarded; unavailable means that the review found no defensible static physical-development value.,2026-08-11,FALSE
UNITQ_DEV_NCA19940225,DEV_NCA19940225,multi_episode_unit_scope,candidate_use_once,1,equal_counts_with_repeat_lineage,candidate_use_once,1,equal_counts_with_repeat_lineage,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/8255-merriweather-cir-20477-lihtc,"8255 Merriweather Cir | Affordable Housing in Raleigh, NC",public_property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/8255-merriweather-cir-20477-lihtc,identity_only,,not_reported,,not_reported,Re-read the frozen name_variant_linkage source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,use_once_reporting_value,1,duplicate_reporting_use_once,use_once_reporting_value,1,duplicate_reporting_use_once,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable.,2026-08-11,FALSE
UNITQ_DEV_NCA19940235,DEV_NCA19940235,multi_episode_unit_scope,candidate_use_once,1,equal_counts_with_repeat_lineage,candidate_use_once,1,equal_counts_with_repeat_lineage,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/8259-merriweather-cir-20479-lihtc,"8259 Merriweather Cir | Affordable Housing in Raleigh, NC",public_property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/8259-merriweather-cir-20479-lihtc,identity_only,,not_reported,,not_reported,Re-read the frozen name_variant_linkage source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,use_once_reporting_value,1,duplicate_reporting_use_once,use_once_reporting_value,1,duplicate_reporting_use_once,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable.,2026-08-11,FALSE
UNITQ_DEV_NCA19940270,DEV_NCA19940270,multi_episode_unit_scope,candidate_use_once,1,equal_counts_with_repeat_lineage,candidate_use_once,1,equal_counts_with_repeat_lineage,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/berkshire-downs-apts-20374-lihtc | https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/berkshire-downs-ii-20507-lihtc,"Berkshire Downs Apts | Affordable Housing in Raleigh, NC | Berkshire Downs Ii | Affordable Housing in Raleigh, NC",public_property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/berkshire-downs-apts-20374-lihtc | https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/berkshire-downs-ii-20507-lihtc,identity_only,,not_reported,,not_reported,Re-read the frozen cross_address_round2 source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,use_once_reporting_value,1,duplicate_reporting_use_once,use_once_reporting_value,1,duplicate_reporting_use_once,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable.,2026-08-11,FALSE
UNITQ_DEV_NCA19940355,DEV_NCA19940355,multi_episode_unit_scope,candidate_use_once,2,equal_counts_with_repeat_lineage,candidate_use_once,2,equal_counts_with_repeat_lineage,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://www.affordablehousing411.com/housing/lihtc-details-harnett-manor-route-6-box-421-apts-1-2-lillington-nc-27546/,HARNETT MANOR | Low Income Housing | ROUTE 6 BOX 421 APTS 1 2 ...,public_property_directory,https://www.affordablehousing411.com/housing/lihtc-details-harnett-manor-route-6-box-421-apts-1-2-lillington-nc-27546/,identity_only,,not_reported,,not_reported,Re-read the frozen development_linkage source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,use_once_reporting_value,2,duplicate_reporting_use_once,use_once_reporting_value,2,duplicate_reporting_use_once,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable.,2026-08-11,FALSE
UNITQ_DEV_NCA19940360,DEV_NCA19940360,multi_episode_unit_scope,candidate_use_once,4,equal_counts_with_repeat_lineage,candidate_use_once,4,equal_counts_with_repeat_lineage,Read every post-Stage-2 episode and the mixed-site identity lineage before consulting the retained outside source.,2026-08-11,public_registry,https://section8search.org/north-carolina/warrenton/horse-creek-apts/yehz77gkofxtlktbawb409ic | https://section8search.org/north-carolina/warrenton/pwn-horse-creek-apts/nr0g6ddcbqhheh5tqiekda20,Section8Search direct pages for listed members,public_property_directory,https://section8search.org/north-carolina/warrenton/horse-creek-apts/yehz77gkofxtlktbawb409ic | https://section8search.org/north-carolina/warrenton/pwn-horse-creek-apts/nr0g6ddcbqhheh5tqiekda20,identity_only,,not_reported,,not_reported,corroborates_internal_identity_read. The source was re-read for the unit-scope proposal.,2026-08-11,use_once_reporting_value,4,duplicate_reporting_use_once,use_once_reporting_value,4,duplicate_reporting_use_once,The mixed-site identity review found repeated source records for the same physical development. Total and low-income counts repeat exactly; one anchor episode represents each value and the remaining rows are excluded as duplicate reporting.,2026-08-11,FALSE
UNITQ_DEV_NCA19940430,DEV_NCA19940430,multi_episode_unit_scope,candidate_use_once,2,equal_counts_with_repeat_lineage,candidate_use_once,2,equal_counts_with_repeat_lineage,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://www.affordablehousing411.com/housing/lihtc-details-maple-street-apts-230-232-maple-street-oxford-nc-27565/,MAPLE STREET APTS | Low Income Housing | 230 232 MAPLE STREET Oxford ...,public_property_directory,https://www.affordablehousing411.com/housing/lihtc-details-maple-street-apts-230-232-maple-street-oxford-nc-27565/,identity_only,,not_reported,,not_reported,Re-read the frozen development_linkage source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,use_once_reporting_value,2,duplicate_reporting_use_once,use_once_reporting_value,2,duplicate_reporting_use_once,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable.,2026-08-11,FALSE
UNITQ_DEV_NCA19940550,DEV_NCA19940550,multi_episode_unit_scope,candidate_use_once,2,equal_counts_with_repeat_lineage,candidate_use_once,2,equal_counts_with_repeat_lineage,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://section8search.org/north-carolina/cary/west-park-st-apts/w5mmwj0lbnryu1d3qpseoum5,"West Park St Apts - Affordable Housing in Cary, NC | Section 8 Search",public_property_directory,https://section8search.org/north-carolina/cary/west-park-st-apts/w5mmwj0lbnryu1d3qpseoum5,identity_only,,not_reported,,not_reported,Re-read the frozen development_linkage source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,use_once_reporting_value,2,duplicate_reporting_use_once,use_once_reporting_value,2,duplicate_reporting_use_once,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable.,2026-08-11,FALSE
UNITQ_DEV_NCA19950010,DEV_NCA19950010,multi_episode_unit_scope,defer_outside_read,,internal_evidence_insufficient,defer_outside_read,,internal_evidence_insufficient,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://section8search.org/north-carolina/greensboro/1702-alice-ave/ih2n9fzhsfud28l29se7jnf9 | https://section8search.org/north-carolina/greensboro/1702-alice-avenue/n6sr4bdkrpt4um3rehohessd,Section8Search: 1702 ALICE AVE | Section8Search: 1702 ALICE AVENUE,public_property_directory,https://section8search.org/north-carolina/greensboro/1702-alice-ave/ih2n9fzhsfud28l29se7jnf9 | https://section8search.org/north-carolina/greensboro/1702-alice-avenue/n6sr4bdkrpt4um3rehohessd,identity_only,,not_reported,,not_reported,Re-read the frozen single_address source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,unavailable_after_review,,unavailable_after_search,unavailable_after_review,,unavailable_after_search,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable. No episode value is discarded; unavailable means that the review found no defensible static physical-development value.,2026-08-11,FALSE
UNITQ_DEV_NCA19950035,DEV_NCA19950035,multi_episode_unit_scope,candidate_use_once,1,equal_counts_with_repeat_lineage,candidate_use_once,1,equal_counts_with_repeat_lineage,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-20176-lihtc,"Heatherbrook | Affordable Housing in Raleigh, NC",public_property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-20176-lihtc,identity_only,,not_reported,,not_reported,Re-read the frozen name_variant_linkage source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,use_once_reporting_value,1,duplicate_reporting_use_once,use_once_reporting_value,1,duplicate_reporting_use_once,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable.,2026-08-11,FALSE
UNITQ_DEV_NCA19950040,DEV_NCA19950040,multi_episode_unit_scope,candidate_use_once,1,equal_counts_with_repeat_lineage,candidate_use_once,1,equal_counts_with_repeat_lineage,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-20177-lihtc,"Heatherbrook | Affordable Housing in Raleigh, NC",public_property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-20177-lihtc,identity_only,,not_reported,,not_reported,Re-read the frozen name_variant_linkage source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,use_once_reporting_value,1,duplicate_reporting_use_once,use_once_reporting_value,1,duplicate_reporting_use_once,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable.,2026-08-11,FALSE
UNITQ_DEV_NCA19950045,DEV_NCA19950045,multi_episode_unit_scope,candidate_use_once,1,equal_counts_with_repeat_lineage,candidate_use_once,1,equal_counts_with_repeat_lineage,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-20178-lihtc,"Heatherbrook | Affordable Housing in Raleigh, NC",public_property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-20178-lihtc,identity_only,,not_reported,,not_reported,Re-read the frozen name_variant_linkage source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,use_once_reporting_value,1,duplicate_reporting_use_once,use_once_reporting_value,1,duplicate_reporting_use_once,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable.,2026-08-11,FALSE
UNITQ_DEV_NCA19950050,DEV_NCA19950050,multi_episode_unit_scope,candidate_use_once,1,equal_counts_with_repeat_lineage,candidate_use_once,1,equal_counts_with_repeat_lineage,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-20179-lihtc,"Heatherbrook | Affordable Housing in Raleigh, NC",public_property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-20179-lihtc,identity_only,,not_reported,,not_reported,Re-read the frozen name_variant_linkage source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,use_once_reporting_value,1,duplicate_reporting_use_once,use_once_reporting_value,1,duplicate_reporting_use_once,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable.,2026-08-11,FALSE
UNITQ_DEV_NCA19950055,DEV_NCA19950055,multi_episode_unit_scope,candidate_use_once,1,equal_counts_with_repeat_lineage,candidate_use_once,1,equal_counts_with_repeat_lineage,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-20180-lihtc,"Heatherbrook | Affordable Housing in Raleigh, NC",public_property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-20180-lihtc,identity_only,,not_reported,,not_reported,Re-read the frozen name_variant_linkage source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,use_once_reporting_value,1,duplicate_reporting_use_once,use_once_reporting_value,1,duplicate_reporting_use_once,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable.,2026-08-11,FALSE
UNITQ_DEV_NCA19950060,DEV_NCA19950060,multi_episode_unit_scope,candidate_use_once,1,equal_counts_with_repeat_lineage,candidate_use_once,1,equal_counts_with_repeat_lineage,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://www.apartments.com/2905-faversham-pl-raleigh-nc/9n68m64/,"2905 Faversham Pl, Raleigh, NC 27604 | Apartments.com",public_property_directory,https://www.apartments.com/2905-faversham-pl-raleigh-nc/9n68m64/,identity_only,,not_reported,,not_reported,Re-read the frozen name_variant_linkage source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,use_once_reporting_value,1,duplicate_reporting_use_once,use_once_reporting_value,1,duplicate_reporting_use_once,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable.,2026-08-11,FALSE
UNITQ_DEV_NCA19950065,DEV_NCA19950065,multi_episode_unit_scope,candidate_use_once,1,equal_counts_with_repeat_lineage,candidate_use_once,1,equal_counts_with_repeat_lineage,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-20204-lihtc,"Heatherbrook | Affordable Housing in Raleigh, NC",public_property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-20204-lihtc,identity_only,,not_reported,,not_reported,Re-read the frozen name_variant_linkage source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,use_once_reporting_value,1,duplicate_reporting_use_once,use_once_reporting_value,1,duplicate_reporting_use_once,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable.,2026-08-11,FALSE
UNITQ_DEV_NCA19950070,DEV_NCA19950070,multi_episode_unit_scope,candidate_use_once,1,equal_counts_with_repeat_lineage,candidate_use_once,1,equal_counts_with_repeat_lineage,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-20205-lihtc,"Heatherbrook | Affordable Housing in Raleigh, NC",public_property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-20205-lihtc,identity_only,,not_reported,,not_reported,Re-read the frozen name_variant_linkage source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,use_once_reporting_value,1,duplicate_reporting_use_once,use_once_reporting_value,1,duplicate_reporting_use_once,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable.,2026-08-11,FALSE
UNITQ_DEV_NCA19950075,DEV_NCA19950075,multi_episode_unit_scope,candidate_use_once,1,equal_counts_with_repeat_lineage,candidate_use_once,1,equal_counts_with_repeat_lineage,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-20206-lihtc,"Heatherbrook | Affordable Housing in Raleigh, NC",public_property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-20206-lihtc,identity_only,,not_reported,,not_reported,Re-read the frozen name_variant_linkage source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,use_once_reporting_value,1,duplicate_reporting_use_once,use_once_reporting_value,1,duplicate_reporting_use_once,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable.,2026-08-11,FALSE
UNITQ_DEV_NCA19950080,DEV_NCA19950080,multi_episode_unit_scope,candidate_use_once,1,equal_counts_with_repeat_lineage,candidate_use_once,1,equal_counts_with_repeat_lineage,Read all HUD episodes and identity lineage. A repeated value is used once only when nonmissing counts agree and a full-group adjudicated review establishes duplicate reporting. The outside record corroborates physical-property identity; it does not establish numeric episode coverage.,2026-08-11,prior_review_source,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-20207-lihtc,"Heatherbrook | Affordable Housing in Raleigh, NC",public_property_directory,https://affordablehousinghub.org/housing/north-carolina/wake-county/raleigh/heatherbrook-20207-lihtc,identity_only,,not_reported,,not_reported,Re-read the frozen name_variant_linkage source. It supports the adjudicated property identity. No numeric claim from the earlier identity review is promoted to unit-count evidence.,2026-08-11,use_once_reporting_value,1,duplicate_reporting_use_once,use_once_reporting_value,1,duplicate_reporting_use_once,The outside identity record and internal episode lineage were read separately. Equal repeated values meeting the strict support gate are used once; all other unresolved unit scopes remain unavailable.,2026-08-11,FALSE
